method,stratum,metric,mean,ci95_low,ci95_high,groups,configurations,eligible_groups,eligible_configurations,all_failure_groups
compact_43,checkpoint_3,hit1,1.0,1.0,1.0,2,2,2,2,0
compact_43,checkpoint_3,feasible1,1.0,1.0,1.0,2,2,2,2,0
compact_43,checkpoint_3,quality1,1.0,1.0,1.0,2,2,2,2,0
compact_43,checkpoint_3,regret1,0.0,0.0,0.0,2,2,2,2,0
compact_43,checkpoint_3,random_hit1,0.5,0.5,0.5,2,2,2,2,0
compact_43,checkpoint_3,random_feasible1,0.5625,0.5,0.625,2,2,2,2,0
compact_43,checkpoint_3,random_quality1,0.53125,0.5,0.5625,2,2,2,2,0
compact_43,checkpoint_3,excess_hit1,0.5,0.5,0.5,2,2,2,2,0
compact_43,checkpoint_3,excess_feasible1,0.4375,0.375,0.5,2,2,2,2,0
compact_43,checkpoint_3,excess_quality1,0.46875,0.4375,0.5,2,2,2,2,0
compact_43,checkpoint_3,boundary_near_tie1,0.0,0.0,0.0,2,2,2,2,0
compact_43,checkpoint_3,hit2,1.0,1.0,1.0,2,2,2,2,0
compact_43,checkpoint_3,feasible2,1.0,1.0,1.0,2,2,2,2,0
compact_43,checkpoint_3,quality2,1.0,1.0,1.0,2,2,2,2,0
compact_43,checkpoint_3,regret2,0.0,0.0,0.0,2,2,2,2,0
compact_43,checkpoint_3,random_hit2,0.7857142857142857,0.7857142857142857,0.7857142857142857,2,2,2,2,0
compact_43,checkpoint_3,random_feasible2,0.8392857142857143,0.7857142857142857,0.8928571428571429,2,2,2,2,0
compact_43,checkpoint_3,random_quality2,0.53125,0.5,0.5625,2,2,2,2,0
compact_43,checkpoint_3,excess_hit2,0.2142857142857143,0.2142857142857143,0.2142857142857143,2,2,2,2,0
compact_43,checkpoint_3,excess_feasible2,0.1607142857142857,0.1071428571428571,0.2142857142857143,2,2,2,2,0
compact_43,checkpoint_3,excess_quality2,0.46875,0.4375,0.5,2,2,2,2,0
compact_43,checkpoint_3,boundary_near_tie2,0.0,0.0,0.0,2,2,2,2,0
compact_43,checkpoint_3,hit4,1.0,1.0,1.0,2,2,2,2,0
compact_43,checkpoint_3,feasible4,1.0,1.0,1.0,2,2,2,2,0
compact_43,checkpoint_3,quality4,0.8125,0.75,0.875,2,2,2,2,0
compact_43,checkpoint_3,regret4,0.0,0.0,0.0,2,2,2,2,0
compact_43,checkpoint_3,random_hit4,0.9857142857142858,0.9857142857142858,0.9857142857142858,2,2,2,2,0
compact_43,checkpoint_3,random_feasible4,0.9928571428571429,0.9857142857142858,1.0,2,2,2,2,0
compact_43,checkpoint_3,random_quality4,0.53125,0.5,0.5625,2,2,2,2,0
compact_43,checkpoint_3,excess_hit4,0.014285714285714235,0.014285714285714235,0.014285714285714235,2,2,2,2,0
compact_43,checkpoint_3,excess_feasible4,0.0071428571428571175,0.0,0.014285714285714235,2,2,2,2,0
compact_43,checkpoint_3,excess_quality4,0.28125,0.25,0.3125,2,2,2,2,0
compact_43,checkpoint_3,boundary_near_tie4,0.0,0.0,0.0,2,2,2,2,0
compact_43,checkpoint_3,score_spread,0.5650591384209518,0.5075291942799286,0.622589082561975,2,2,2,2,0
compact_43,checkpoint_3,numerically_flat,0.0,0.0,0.0,2,2,2,2,0
compact_43,checkpoint_3,adjacent_near_tie_fraction,0.0,0.0,0.0,2,2,2,2,0
compact_43,checkpoint_3,intermediate_label_fraction,0.0625,0.0,0.125,2,2,2,2,0
compact_43,checkpoint_3,empirical_pool_quality,0.53125,0.5,0.5625,2,2,2,2,0
compact_43,checkpoint_3,brier,0.12577945080277952,0.10157261905771112,0.14998628254784796,2,2,2,2,0
compact_43,checkpoint_3,bernoulli_brier,0.14140445080277955,0.13282261905771114,0.14998628254784796,2,2,2,2,0
compact_43,checkpoint_3,log_loss,0.4232114999151485,0.4058780847187837,0.44054491511151334,2,2,2,2,0
compact_43_raw,overall,hit1,0.4,0.0,0.8,6,6,5,5,1
compact_43_raw,overall,feasible1,0.6666666666666666,0.3333333333333333,1.0,6,6,6,6,1
compact_43_raw,overall,quality1,0.5,0.16666666666666666,0.8333333333333334,6,6,6,6,1
compact_43_raw,overall,regret1,0.3333333333333333,0.08333333333333333,0.6666666666666666,6,6,6,6,1
compact_43_raw,overall,random_hit1,0.325,0.2,0.45,6,6,5,5,1
compact_43_raw,overall,random_feasible1,0.3541666666666667,0.1875,0.5,6,6,6,6,1
compact_43_raw,overall,random_quality1,0.3125,0.16666666666666666,0.4479166666666667,6,6,6,6,1
compact_43_raw,overall,excess_hit1,0.075,-0.225,0.375,6,6,5,5,1
compact_43_raw,overall,excess_feasible1,0.3125,0.041666666666666664,0.5625,6,6,6,6,1
compact_43_raw,overall,excess_quality1,0.1875,-0.010416666666666666,0.375,6,6,6,6,1
compact_43_raw,overall,boundary_near_tie1,0.0,0.0,0.0,6,6,6,6,1
compact_43_raw,overall,hit2,0.8,0.4,1.0,6,6,5,5,1
compact_43_raw,overall,feasible2,0.6666666666666666,0.3333333333333333,1.0,6,6,6,6,1
compact_43_raw,overall,quality2,0.5833333333333334,0.25,0.9166666666666666,6,6,6,6,1
compact_43_raw,overall,regret2,0.16666666666666666,0.0,0.5,6,6,6,6,1
compact_43_raw,overall,random_hit2,0.55,0.37857142857142856,0.7214285714285714,6,6,5,5,1
compact_43_raw,overall,random_feasible2,0.5714285714285714,0.31547619047619047,0.7738095238095237,6,6,6,6,1
compact_43_raw,overall,random_quality2,0.3125,0.16666666666666666,0.4479166666666667,6,6,6,6,1
compact_43_raw,overall,excess_hit2,0.25,-0.1285714285714286,0.5571428571428572,6,6,5,5,1
compact_43_raw,overall,excess_feasible2,0.09523809523809525,-0.14285714285714288,0.2916666666666667,6,6,6,6,1
compact_43_raw,overall,excess_quality2,0.2708333333333333,0.03125,0.4791666666666667,6,6,6,6,1
compact_43_raw,overall,boundary_near_tie2,0.0,0.0,0.0,6,6,6,6,1
compact_43_raw,overall,hit4,1.0,1.0,1.0,6,6,5,5,1
compact_43_raw,overall,feasible4,0.8333333333333334,0.5,1.0,6,6,6,6,1
compact_43_raw,overall,quality4,0.5208333333333334,0.2708333333333333,0.7291666666666666,6,6,6,6,1
compact_43_raw,overall,regret4,0.0,0.0,0.0,6,6,6,6,1
compact_43_raw,overall,random_hit4,0.8085714285714285,0.6542857142857142,0.9457142857142857,6,6,5,5,1
compact_43_raw,overall,random_feasible4,0.7714285714285715,0.45,0.9690476190476192,6,6,6,6,1
compact_43_raw,overall,random_quality4,0.3125,0.16666666666666666,0.4479166666666667,6,6,6,6,1
compact_43_raw,overall,excess_hit4,0.19142857142857142,0.05428571428571425,0.34571428571428575,6,6,5,5,1
compact_43_raw,overall,excess_feasible4,0.061904761904761886,0.011904761904761899,0.1238095238095238,6,6,6,6,1
compact_43_raw,overall,excess_quality4,0.20833333333333334,0.11458333333333333,0.2916666666666667,6,6,6,6,1
compact_43_raw,overall,boundary_near_tie4,0.0,0.0,0.0,6,6,6,6,1
compact_43_raw,overall,score_spread,0.16922229340818482,0.1476790140361662,0.19369387016117093,6,6,6,6,1
compact_43_raw,overall,numerically_flat,0.0,0.0,0.0,6,6,6,6,1
compact_43_raw,overall,adjacent_near_tie_fraction,0.0,0.0,0.0,6,6,6,6,1
compact_43_raw,overall,intermediate_label_fraction,0.08333333333333333,0.020833333333333332,0.16666666666666666,6,6,6,6,1
compact_43_raw,overall,empirical_pool_quality,0.3125,0.16666666666666666,0.4479166666666667,6,6,6,6,1
compact_43_raw,overall,brier,0.1784259495997689,0.10577360434284779,0.24493282281623818,6,6,6,6,1
compact_43_raw,overall,bernoulli_brier,0.19925928293310224,0.11909603584060637,0.26258085496763917,6,6,6,6,1
compact_43_raw,overall,log_loss,0.5632422274144283,0.3760866176362511,0.7045196083481406,6,6,6,6,1
compact_43_raw,checkpoint_2,hit1,0.0,0.0,0.0,4,4,3,3,1
compact_43_raw,checkpoint_2,feasible1,0.5,0.0,1.0,4,4,4,4,1
compact_43_raw,checkpoint_2,quality1,0.25,0.0,0.5,4,4,4,4,1
compact_43_raw,checkpoint_2,regret1,0.5,0.125,0.875,4,4,4,4,1
compact_43_raw,checkpoint_2,random_hit1,0.20833333333333334,0.125,0.25,4,4,3,3,1
compact_43_raw,checkpoint_2,random_feasible1,0.25,0.09375,0.375,4,4,4,4,1
compact_43_raw,checkpoint_2,random_quality1,0.203125,0.0625,0.296875,4,4,4,4,1
compact_43_raw,checkpoint_2,excess_hit1,-0.20833333333333334,-0.25,-0.125,4,4,3,3,1
compact_43_raw,checkpoint_2,excess_feasible1,0.25,-0.125,0.625,4,4,4,4,1
compact_43_raw,checkpoint_2,excess_quality1,0.046875,-0.140625,0.21875,4,4,4,4,1
compact_43_raw,checkpoint_2,boundary_near_tie1,0.0,0.0,0.0,4,4,4,4,1
compact_43_raw,checkpoint_2,hit2,0.6666666666666666,0.0,1.0,4,4,3,3,1
compact_43_raw,checkpoint_2,feasible2,0.5,0.0,1.0,4,4,4,4,1
compact_43_raw,checkpoint_2,quality2,0.375,0.0,0.75,4,4,4,4,1
compact_43_raw,checkpoint_2,regret2,0.25,0.0,0.75,4,4,4,4,1
compact_43_raw,checkpoint_2,random_hit2,0.39285714285714285,0.25,0.46428571428571425,4,4,3,3,1
compact_43_raw,checkpoint_2,random_feasible2,0.4375,0.1607142857142857,0.6428571428571428,4,4,4,4,1
compact_43_raw,checkpoint_2,random_quality2,0.203125,0.0625,0.296875,4,4,4,4,1
compact_43_raw,checkpoint_2,excess_hit2,0.2738095238095238,-0.46428571428571425,0.75,4,4,3,3,1
compact_43_raw,checkpoint_2,excess_feasible2,0.06250000000000003,-0.2589285714285714,0.3571428571428572,4,4,4,4,1
compact_43_raw,checkpoint_2,excess_quality2,0.171875,-0.125,0.46875,4,4,4,4,1
compact_43_raw,checkpoint_2,boundary_near_tie2,0.0,0.0,0.0,4,4,4,4,1
compact_43_raw,checkpoint_2,hit4,1.0,1.0,1.0,4,4,3,3,1
compact_43_raw,checkpoint_2,feasible4,0.75,0.25,1.0,4,4,4,4,1
compact_43_raw,checkpoint_2,quality4,0.375,0.125,0.5625,4,4,4,4,1
compact_43_raw,checkpoint_2,regret4,0.0,0.0,0.0,4,4,4,4,1
compact_43_raw,checkpoint_2,random_hit4,0.6904761904761904,0.5,0.7857142857142857,4,4,3,3,1
compact_43_raw,checkpoint_2,random_feasible4,0.6607142857142858,0.23214285714285715,0.9285714285714286,4,4,4,4,1
compact_43_raw,checkpoint_2,random_quality4,0.203125,0.0625,0.296875,4,4,4,4,1
compact_43_raw,checkpoint_2,excess_hit4,0.30952380952380953,0.2142857142857143,0.5,4,4,3,3,1
compact_43_raw,checkpoint_2,excess_feasible4,0.08928571428571427,0.01785714285714285,0.17857142857142858,4,4,4,4,1
compact_43_raw,checkpoint_2,excess_quality4,0.171875,0.0625,0.28125,4,4,4,4,1
compact_43_raw,checkpoint_2,boundary_near_tie4,0.0,0.0,0.0,4,4,4,4,1
compact_43_raw,checkpoint_2,score_spread,0.16195583491191307,0.140296113178638,0.19607813642577462,4,4,4,4,1
compact_43_raw,checkpoint_2,numerically_flat,0.0,0.0,0.0,4,4,4,4,1
compact_43_raw,checkpoint_2,adjacent_near_tie_fraction,0.0,0.0,0.0,4,4,4,4,1
compact_43_raw,checkpoint_2,intermediate_label_fraction,0.09375,0.0,0.1875,4,4,4,4,1
compact_43_raw,checkpoint_2,empirical_pool_quality,0.203125,0.0625,0.296875,4,4,4,4,1
compact_43_raw,checkpoint_2,brier,0.12998905596493382,0.06352636093225203,0.1902680911640393,4,4,4,4,1
compact_43_raw,checkpoint_2,bernoulli_brier,0.15342655596493382,0.06352636093225203,0.21437677141355416,4,4,4,4,1
compact_43_raw,checkpoint_2,log_loss,0.46355607217721334,0.24609652638008955,0.6104170381077859,4,4,4,4,1
compact_43_raw,checkpoint_3,hit1,1.0,1.0,1.0,2,2,2,2,0
compact_43_raw,checkpoint_3,feasible1,1.0,1.0,1.0,2,2,2,2,0
compact_43_raw,checkpoint_3,quality1,1.0,1.0,1.0,2,2,2,2,0
compact_43_raw,checkpoint_3,regret1,0.0,0.0,0.0,2,2,2,2,0
compact_43_raw,checkpoint_3,random_hit1,0.5,0.5,0.5,2,2,2,2,0
compact_43_raw,checkpoint_3,random_feasible1,0.5625,0.5,0.625,2,2,2,2,0
compact_43_raw,checkpoint_3,random_quality1,0.53125,0.5,0.5625,2,2,2,2,0
compact_43_raw,checkpoint_3,excess_hit1,0.5,0.5,0.5,2,2,2,2,0
compact_43_raw,checkpoint_3,excess_feasible1,0.4375,0.375,0.5,2,2,2,2,0
compact_43_raw,checkpoint_3,excess_quality1,0.46875,0.4375,0.5,2,2,2,2,0
compact_43_raw,checkpoint_3,boundary_near_tie1,0.0,0.0,0.0,2,2,2,2,0
compact_43_raw,checkpoint_3,hit2,1.0,1.0,1.0,2,2,2,2,0
compact_43_raw,checkpoint_3,feasible2,1.0,1.0,1.0,2,2,2,2,0
compact_43_raw,checkpoint_3,quality2,1.0,1.0,1.0,2,2,2,2,0
compact_43_raw,checkpoint_3,regret2,0.0,0.0,0.0,2,2,2,2,0
compact_43_raw,checkpoint_3,random_hit2,0.7857142857142857,0.7857142857142857,0.7857142857142857,2,2,2,2,0
compact_43_raw,checkpoint_3,random_feasible2,0.8392857142857143,0.7857142857142857,0.8928571428571429,2,2,2,2,0
compact_43_raw,checkpoint_3,random_quality2,0.53125,0.5,0.5625,2,2,2,2,0
compact_43_raw,checkpoint_3,excess_hit2,0.2142857142857143,0.2142857142857143,0.2142857142857143,2,2,2,2,0
compact_43_raw,checkpoint_3,excess_feasible2,0.1607142857142857,0.1071428571428571,0.2142857142857143,2,2,2,2,0
compact_43_raw,checkpoint_3,excess_quality2,0.46875,0.4375,0.5,2,2,2,2,0
compact_43_raw,checkpoint_3,boundary_near_tie2,0.0,0.0,0.0,2,2,2,2,0
compact_43_raw,checkpoint_3,hit4,1.0,1.0,1.0,2,2,2,2,0
compact_43_raw,checkpoint_3,feasible4,1.0,1.0,1.0,2,2,2,2,0
compact_43_raw,checkpoint_3,quality4,0.8125,0.75,0.875,2,2,2,2,0
compact_43_raw,checkpoint_3,regret4,0.0,0.0,0.0,2,2,2,2,0
compact_43_raw,checkpoint_3,random_hit4,0.9857142857142858,0.9857142857142858,0.9857142857142858,2,2,2,2,0
compact_43_raw,checkpoint_3,random_feasible4,0.9928571428571429,0.9857142857142858,1.0,2,2,2,2,0
compact_43_raw,checkpoint_3,random_quality4,0.53125,0.5,0.5625,2,2,2,2,0
compact_43_raw,checkpoint_3,excess_hit4,0.014285714285714235,0.014285714285714235,0.014285714285714235,2,2,2,2,0
compact_43_raw,checkpoint_3,excess_feasible4,0.0071428571428571175,0.0,0.014285714285714235,2,2,2,2,0
compact_43_raw,checkpoint_3,excess_quality4,0.28125,0.25,0.3125,2,2,2,2,0
compact_43_raw,checkpoint_3,boundary_near_tie4,0.0,0.0,0.0,2,2,2,2,0
compact_43_raw,checkpoint_3,score_spread,0.18375521040072829,0.16655469410788484,0.2009557266935717,2,2,2,2,0
compact_43_raw,checkpoint_3,numerically_flat,0.0,0.0,0.0,2,2,2,2,0
compact_43_raw,checkpoint_3,adjacent_near_tie_fraction,0.0,0.0,0.0,2,2,2,2,0
compact_43_raw,checkpoint_3,intermediate_label_fraction,0.0625,0.0,0.125,2,2,2,2,0
compact_43_raw,checkpoint_3,empirical_pool_quality,0.53125,0.5,0.5625,2,2,2,2,0
compact_43_raw,checkpoint_3,brier,0.2752997368694391,0.26923064041523614,0.28136883332364204,2,2,2,2,0
compact_43_raw,checkpoint_3,bernoulli_brier,0.2909247368694391,0.28136883332364204,0.30048064041523614,2,2,2,2,0
compact_43_raw,checkpoint_3,log_loss,0.7626145378888584,0.7429792080237738,0.7822498677539429,2,2,2,2,0
graph_17,overall,hit1,0.4,0.0,0.8,6,6,5,5,1
graph_17,overall,feasible1,0.5,0.16666666666666666,0.8333333333333334,6,6,6,6,1
graph_17,overall,quality1,0.4166666666666667,0.08333333333333333,0.75,6,6,6,6,1
graph_17,overall,regret1,0.4166666666666667,0.08333333333333333,0.75,6,6,6,6,1
graph_17,overall,random_hit1,0.325,0.2,0.45,6,6,5,5,1
graph_17,overall,random_feasible1,0.3541666666666667,0.1875,0.5,6,6,6,6,1
graph_17,overall,random_quality1,0.3125,0.16666666666666666,0.4479166666666667,6,6,6,6,1
graph_17,overall,excess_hit1,0.075,-0.225,0.375,6,6,5,5,1
graph_17,overall,excess_feasible1,0.14583333333333334,-0.14583333333333334,0.4375,6,6,6,6,1
graph_17,overall,excess_quality1,0.10416666666666667,-0.14583333333333334,0.3541666666666667,6,6,6,6,1
graph_17,overall,boundary_near_tie1,0.6666666666666666,0.3333333333333333,1.0,6,6,6,6,1
graph_17,overall,hit2,0.8,0.4,1.0,6,6,5,5,1
graph_17,overall,feasible2,0.8333333333333334,0.5,1.0,6,6,6,6,1
graph_17,overall,quality2,0.5,0.25,0.75,6,6,6,6,1
graph_17,overall,regret2,0.08333333333333333,0.0,0.25,6,6,6,6,1
graph_17,overall,random_hit2,0.55,0.37857142857142856,0.7214285714285714,6,6,5,5,1
graph_17,overall,random_feasible2,0.5714285714285714,0.31547619047619047,0.7738095238095237,6,6,6,6,1
graph_17,overall,random_quality2,0.3125,0.16666666666666666,0.4479166666666667,6,6,6,6,1
graph_17,overall,excess_hit2,0.25,-0.1285714285714286,0.5785714285714285,6,6,5,5,1
graph_17,overall,excess_feasible2,0.2619047619047619,0.1130952380952381,0.3988095238095238,6,6,6,6,1
graph_17,overall,excess_quality2,0.1875,0.020833333333333332,0.3645833333333333,6,6,6,6,1
graph_17,overall,boundary_near_tie2,0.5,0.16666666666666666,0.8333333333333334,6,6,6,6,1
graph_17,overall,hit4,1.0,1.0,1.0,6,6,5,5,1
graph_17,overall,feasible4,0.8333333333333334,0.5,1.0,6,6,6,6,1
graph_17,overall,quality4,0.5,0.25,0.75,6,6,6,6,1
graph_17,overall,regret4,0.0,0.0,0.0,6,6,6,6,1
graph_17,overall,random_hit4,0.8085714285714285,0.6542857142857142,0.9457142857142857,6,6,5,5,1
graph_17,overall,random_feasible4,0.7714285714285715,0.45,0.9690476190476192,6,6,6,6,1
graph_17,overall,random_quality4,0.3125,0.16666666666666666,0.4479166666666667,6,6,6,6,1
graph_17,overall,excess_hit4,0.19142857142857142,0.05428571428571425,0.34571428571428575,6,6,5,5,1
graph_17,overall,excess_feasible4,0.061904761904761886,0.011904761904761899,0.1238095238095238,6,6,6,6,1
graph_17,overall,excess_quality4,0.1875,0.07291666666666667,0.3125,6,6,6,6,1
graph_17,overall,boundary_near_tie4,0.6666666666666666,0.3333333333333333,1.0,6,6,6,6,1
graph_17,overall,score_spread,1.7889063205531186e-05,4.325834346817954e-06,3.162872672847483e-05,6,6,6,6,1
graph_17,overall,numerically_flat,0.0,0.0,0.0,6,6,6,6,1
graph_17,overall,adjacent_near_tie_fraction,0.5714285714285714,0.28571428571428575,0.8333333333333331,6,6,6,6,1
graph_17,overall,intermediate_label_fraction,0.08333333333333333,0.020833333333333332,0.16666666666666666,6,6,6,6,1
graph_17,overall,empirical_pool_quality,0.3125,0.16666666666666666,0.4479166666666667,6,6,6,6,1
graph_17,overall,brier,0.18974536035291498,0.11034714840125392,0.250886234705916,6,6,6,6,1
graph_17,overall,bernoulli_brier,0.2105786936862483,0.12076423845766344,0.2704469662644691,6,6,6,6,1
graph_17,overall,log_loss,0.6276689320934891,0.40562475983637986,0.7685232205029623,6,6,6,6,1
graph_17,checkpoint_2,hit1,0.0,0.0,0.0,4,4,3,3,1
graph_17,checkpoint_2,feasible1,0.25,0.0,0.75,4,4,4,4,1
graph_17,checkpoint_2,quality1,0.125,0.0,0.375,4,4,4,4,1
graph_17,checkpoint_2,regret1,0.625,0.25,1.0,4,4,4,4,1
graph_17,checkpoint_2,random_hit1,0.20833333333333334,0.125,0.25,4,4,3,3,1
graph_17,checkpoint_2,random_feasible1,0.25,0.09375,0.375,4,4,4,4,1
graph_17,checkpoint_2,random_quality1,0.203125,0.0625,0.296875,4,4,4,4,1
graph_17,checkpoint_2,excess_hit1,-0.20833333333333334,-0.25,-0.125,4,4,3,3,1
graph_17,checkpoint_2,excess_feasible1,0.0,-0.3125,0.40625,4,4,4,4,1
graph_17,checkpoint_2,excess_quality1,-0.078125,-0.28125,0.125,4,4,4,4,1
graph_17,checkpoint_2,boundary_near_tie1,1.0,1.0,1.0,4,4,4,4,1
graph_17,checkpoint_2,hit2,0.6666666666666666,0.0,1.0,4,4,3,3,1
graph_17,checkpoint_2,feasible2,0.75,0.25,1.0,4,4,4,4,1
graph_17,checkpoint_2,quality2,0.375,0.125,0.625,4,4,4,4,1
graph_17,checkpoint_2,regret2,0.125,0.0,0.375,4,4,4,4,1
graph_17,checkpoint_2,random_hit2,0.39285714285714285,0.25,0.46428571428571425,4,4,3,3,1
graph_17,checkpoint_2,random_feasible2,0.4375,0.1607142857142857,0.6428571428571428,4,4,4,4,1
graph_17,checkpoint_2,random_quality2,0.203125,0.0625,0.296875,4,4,4,4,1
graph_17,checkpoint_2,excess_hit2,0.2738095238095238,-0.46428571428571425,0.75,4,4,3,3,1
graph_17,checkpoint_2,excess_feasible2,0.3125,0.0892857142857143,0.4910714285714286,4,4,4,4,1
graph_17,checkpoint_2,excess_quality2,0.171875,-0.03125,0.375,4,4,4,4,1
graph_17,checkpoint_2,boundary_near_tie2,0.5,0.0,1.0,4,4,4,4,1
graph_17,checkpoint_2,hit4,1.0,1.0,1.0,4,4,3,3,1
graph_17,checkpoint_2,feasible4,0.75,0.25,1.0,4,4,4,4,1
graph_17,checkpoint_2,quality4,0.3125,0.09375,0.46875,4,4,4,4,1
graph_17,checkpoint_2,regret4,0.0,0.0,0.0,4,4,4,4,1
graph_17,checkpoint_2,random_hit4,0.6904761904761904,0.5,0.7857142857142857,4,4,3,3,1
graph_17,checkpoint_2,random_feasible4,0.6607142857142858,0.23214285714285715,0.9285714285714286,4,4,4,4,1
graph_17,checkpoint_2,random_quality4,0.203125,0.0625,0.296875,4,4,4,4,1
graph_17,checkpoint_2,excess_hit4,0.30952380952380953,0.2142857142857143,0.5,4,4,3,3,1
graph_17,checkpoint_2,excess_feasible4,0.08928571428571427,0.01785714285714285,0.17857142857142858,4,4,4,4,1
graph_17,checkpoint_2,excess_quality4,0.109375,0.03125,0.203125,4,4,4,4,1
graph_17,checkpoint_2,boundary_near_tie4,1.0,1.0,1.0,4,4,4,4,1
graph_17,checkpoint_2,score_spread,4.416740339442671e-06,3.8763224889590275e-06,4.910594476270624e-06,4,4,4,4,1
graph_17,checkpoint_2,numerically_flat,0.0,0.0,0.0,4,4,4,4,1
graph_17,checkpoint_2,adjacent_near_tie_fraction,0.8214285714285714,0.75,0.8571428571428571,4,4,4,4,1
graph_17,checkpoint_2,intermediate_label_fraction,0.09375,0.0,0.1875,4,4,4,4,1
graph_17,checkpoint_2,empirical_pool_quality,0.203125,0.0625,0.296875,4,4,4,4,1
graph_17,checkpoint_2,brier,0.15038532137685412,0.05956571151021385,0.2216746709203097,4,4,4,4,1
graph_17,checkpoint_2,bernoulli_brier,0.17382282137685412,0.05956571151021385,0.2499937198021236,4,4,4,4,1
graph_17,checkpoint_2,log_loss,0.5592352059695599,0.2402057146811926,0.7719185426254769,4,4,4,4,1
graph_17,checkpoint_3,hit1,1.0,1.0,1.0,2,2,2,2,0
graph_17,checkpoint_3,feasible1,1.0,1.0,1.0,2,2,2,2,0
graph_17,checkpoint_3,quality1,1.0,1.0,1.0,2,2,2,2,0
graph_17,checkpoint_3,regret1,0.0,0.0,0.0,2,2,2,2,0
graph_17,checkpoint_3,random_hit1,0.5,0.5,0.5,2,2,2,2,0
graph_17,checkpoint_3,random_feasible1,0.5625,0.5,0.625,2,2,2,2,0
graph_17,checkpoint_3,random_quality1,0.53125,0.5,0.5625,2,2,2,2,0
graph_17,checkpoint_3,excess_hit1,0.5,0.5,0.5,2,2,2,2,0
graph_17,checkpoint_3,excess_feasible1,0.4375,0.375,0.5,2,2,2,2,0
graph_17,checkpoint_3,excess_quality1,0.46875,0.4375,0.5,2,2,2,2,0
graph_17,checkpoint_3,boundary_near_tie1,0.0,0.0,0.0,2,2,2,2,0
graph_17,checkpoint_3,hit2,1.0,1.0,1.0,2,2,2,2,0
graph_17,checkpoint_3,feasible2,1.0,1.0,1.0,2,2,2,2,0
graph_17,checkpoint_3,quality2,0.75,0.5,1.0,2,2,2,2,0
graph_17,checkpoint_3,regret2,0.0,0.0,0.0,2,2,2,2,0
graph_17,checkpoint_3,random_hit2,0.7857142857142857,0.7857142857142857,0.7857142857142857,2,2,2,2,0
graph_17,checkpoint_3,random_feasible2,0.8392857142857143,0.7857142857142857,0.8928571428571429,2,2,2,2,0
graph_17,checkpoint_3,random_quality2,0.53125,0.5,0.5625,2,2,2,2,0
graph_17,checkpoint_3,excess_hit2,0.2142857142857143,0.2142857142857143,0.2142857142857143,2,2,2,2,0
graph_17,checkpoint_3,excess_feasible2,0.1607142857142857,0.1071428571428571,0.2142857142857143,2,2,2,2,0
graph_17,checkpoint_3,excess_quality2,0.21875,0.0,0.4375,2,2,2,2,0
graph_17,checkpoint_3,boundary_near_tie2,0.5,0.0,1.0,2,2,2,2,0
graph_17,checkpoint_3,hit4,1.0,1.0,1.0,2,2,2,2,0
graph_17,checkpoint_3,feasible4,1.0,1.0,1.0,2,2,2,2,0
graph_17,checkpoint_3,quality4,0.875,0.75,1.0,2,2,2,2,0
graph_17,checkpoint_3,regret4,0.0,0.0,0.0,2,2,2,2,0
graph_17,checkpoint_3,random_hit4,0.9857142857142858,0.9857142857142858,0.9857142857142858,2,2,2,2,0
graph_17,checkpoint_3,random_feasible4,0.9928571428571429,0.9857142857142858,1.0,2,2,2,2,0
graph_17,checkpoint_3,random_quality4,0.53125,0.5,0.5625,2,2,2,2,0
graph_17,checkpoint_3,excess_hit4,0.014285714285714235,0.014285714285714235,0.014285714285714235,2,2,2,2,0
graph_17,checkpoint_3,excess_feasible4,0.0071428571428571175,0.0,0.014285714285714235,2,2,2,2,0
graph_17,checkpoint_3,excess_quality4,0.34375,0.25,0.4375,2,2,2,2,0
graph_17,checkpoint_3,boundary_near_tie4,0.0,0.0,0.0,2,2,2,2,0
graph_17,checkpoint_3,score_spread,4.4833708937708217e-05,4.430440494501697e-05,4.536301293039946e-05,2,2,2,2,0
graph_17,checkpoint_3,numerically_flat,0.0,0.0,0.0,2,2,2,2,0
graph_17,checkpoint_3,adjacent_near_tie_fraction,0.07142857142857142,0.0,0.14285714285714285,2,2,2,2,0
graph_17,checkpoint_3,intermediate_label_fraction,0.0625,0.0,0.125,2,2,2,2,0
graph_17,checkpoint_3,empirical_pool_quality,0.53125,0.5,0.5625,2,2,2,2,0
graph_17,checkpoint_3,brier,0.26846543830503666,0.2625185948924016,0.27441228171767174,2,2,2,2,0
graph_17,checkpoint_3,bernoulli_brier,0.28409043830503666,0.27441228171767174,0.2937685948924016,2,2,2,2,0
graph_17,checkpoint_3,log_loss,0.7645363843413475,0.7445230999282163,0.7845496687544786,2,2,2,2,0
graph_17_raw,overall,hit1,0.4,0.0,0.8,6,6,5,5,1
graph_17_raw,overall,feasible1,0.5,0.16666666666666666,0.8333333333333334,6,6,6,6,1
graph_17_raw,overall,quality1,0.4166666666666667,0.08333333333333333,0.75,6,6,6,6,1
graph_17_raw,overall,regret1,0.4166666666666667,0.08333333333333333,0.75,6,6,6,6,1
graph_17_raw,overall,random_hit1,0.325,0.2,0.45,6,6,5,5,1
graph_17_raw,overall,random_feasible1,0.3541666666666667,0.1875,0.5,6,6,6,6,1
graph_17_raw,overall,random_quality1,0.3125,0.16666666666666666,0.4479166666666667,6,6,6,6,1
